"Date"	"Time"	"Global_active_power"	"Global_reactive_power"	"Voltage"	"Global_intensity"	"Sub_metering_1"	"Sub_metering_2"	"Sub_metering_3"	"day"	"Month"	"Hour"	"year"	"detection"
"301195"	"13/7/2007"	"21:18:00"	0.707	0	240.91	1.4	0	0	1	"Friday"	7	21	2007	"Normal"
"301196"	"13/7/2007"	"21:19:00"	0.70375	0.048	239.81	1.4	0	0	0	"Friday"	7	21	2007	"Normal"
"301197"	"13/7/2007"	"21:20:00"	0.426	0	240.22	1.6	0	0	1	"Friday"	7	21	2007	"Normal"
"301198"	"13/7/2007"	"21:21:00"	0.486	0.084	240.15	1.8	0	0	1	"Friday"	7	21	2007	"Normal"
"301199"	"13/7/2007"	"21:22:00"	0.7038	0.082	240.05	1.8	0	0	0	"Friday"	7	21	2007	"Normal"
"301200"	"13/7/2007"	"21:23:00"	0.606	0.084	239.97	1.8	0	0	1	"Friday"	7	21	2007	"Normal"
"301201"	"13/7/2007"	"21:24:00"	0.602	0.086	240.36	1.8	0	0	1	"Friday"	7	21	2007	"Normal"
"301202"	"13/7/2007"	"21:25:00"	0.6	0.086	240.48	1.6	0	0	0	"Friday"	7	21	2007	"Normal"
"301203"	"13/7/2007"	"21:26:00"	0.71415	0.086	240.41	1.6	0	0	1	"Friday"	7	21	2007	"Normal"
"301204"	"13/7/2007"	"21:27:00"	0.596	0.086	240.13	1.6	0	0	1	"Friday"	7	21	2007	"Normal"
"301205"	"13/7/2007"	"21:28:00"	0.594	0.086	239.68	1.6	0	0	0	"Friday"	7	21	2007	"Normal"
"301206"	"13/7/2007"	"21:29:00"	0.7223	0.086	239.88	1.6	0	0	1	"Friday"	7	21	2007	"Normal"
"301207"	"13/7/2007"	"21:30:00"	0.594	0.086	239.31	1.6	0	0	1	"Friday"	7	21	2007	"Normal"
"301208"	"13/7/2007"	"21:31:00"	0.592	0.082	237.97	1.6	0	0	0	"Friday"	7	21	2007	"Normal"
"301209"	"13/7/2007"	"21:32:00"	0.729	0.082	237.71	1.6	0	0	1	"Friday"	7	21	2007	"Normal"
"301210"	"13/7/2007"	"21:33:00"	0.522	0.084	238.28	1.6	0	0	1	"Friday"	7	21	2007	"Normal"
"301211"	"13/7/2007"	"21:34:00"	0.7247	0.108	238.44	2.4	0	0	2	"Friday"	7	21	2007	"Normal"
"301212"	"13/7/2007"	"21:35:00"	0.7215	0.176	237.52	4.2	0	0	11	"Friday"	7	21	2007	"Normal"
"301213"	"13/7/2007"	"21:36:00"	0.426	0.126	237.19	4.2	0	0	11	"Friday"	7	21	2007	"Normal"
"301214"	"13/7/2007"	"21:37:00"	0.426	0.046	237.23	4	0	0	12	"Friday"	7	21	2007	"Normal"
"301215"	"13/7/2007"	"21:38:00"	0.7136	0.048	237.35	4	0	0	12	"Friday"	7	21	2007	"Normal"
"301216"	"13/7/2007"	"21:39:00"	0.424	0	238.16	1.2	0	0	2	"Friday"	7	21	2007	"Normal"
"301217"	"13/7/2007"	"21:40:00"	0.71225	0	237.96	1.2	0	0	0	"Friday"	7	21	2007	"Normal"
"301218"	"13/7/2007"	"21:41:00"	0.71285	0	237.83	1.2	0	0	1	"Friday"	7	21	2007	"Normal"
"301219"	"13/7/2007"	"21:42:00"	0.478	0	238.14	1.2	0	0	1	"Friday"	7	21	2007	"Normal"
"301220"	"13/7/2007"	"21:43:00"	0.478	0	238.19	1.2	0	0	0	"Friday"	7	21	2007	"Normal"
"301221"	"13/7/2007"	"21:44:00"	0.478	0	238.15	1.2	0	0	1	"Friday"	7	21	2007	"Normal"
"301222"	"13/7/2007"	"21:45:00"	0.71535	0	238.44	1.2	0	0	0	"Friday"	7	21	2007	"Normal"
"301223"	"13/7/2007"	"21:46:00"	0.388	0	238.01	1.4	0	0	1	"Friday"	7	21	2007	"Normal"
"301224"	"13/7/2007"	"21:47:00"	0.454	0.064	237.87	1.4	0	0	1	"Friday"	7	21	2007	"Normal"
"301225"	"13/7/2007"	"21:48:00"	0.71825	0.064	237.66	1.4	0	0	0	"Friday"	7	21	2007	"Normal"
"301226"	"13/7/2007"	"21:49:00"	0.7233	0.064	237.48	1.4	0	0	1	"Friday"	7	21	2007	"Normal"
"301227"	"13/7/2007"	"21:50:00"	0.7301	0.062	237.49	1.4	0	0	1	"Friday"	7	21	2007	"Normal"
"301228"	"13/7/2007"	"21:51:00"	0.616	0.062	237.25	1.4	0	0	0	"Friday"	7	21	2007	"Normal"
"301229"	"13/7/2007"	"21:52:00"	0.74285	0.062	237.29	1.4	0	0	1	"Friday"	7	21	2007	"Normal"
"301230"	"13/7/2007"	"21:53:00"	0.74905	0.062	237.29	1.4	0	0	1	"Friday"	7	21	2007	"Normal"
"301231"	"13/7/2007"	"21:54:00"	0.578	0.062	237.32	1.4	0	0	0	"Friday"	7	21	2007	"Normal"
"301232"	"13/7/2007"	"21:55:00"	0.594	0.062	237.4	1.4	0	0	1	"Friday"	7	21	2007	"Normal"
"301233"	"13/7/2007"	"21:56:00"	0.596	0.062	236.97	1.4	0	0	1	"Friday"	7	21	2007	"Normal"
"301234"	"13/7/2007"	"21:57:00"	0.622	0.064	237.81	1.4	0	0	0	"Friday"	7	21	2007	"Normal"
"301235"	"13/7/2007"	"21:58:00"	0.636	0	239.09	1.6	0	0	1	"Friday"	7	21	2007	"Normal"
"301236"	"13/7/2007"	"21:59:00"	0.7971	0.094	239.07	1.6	0	0	1	"Friday"	7	21	2007	"Normal"
"301237"	"13/7/2007"	"22:00:00"	0.81585	0.094	238.98	1.6	0	0	0	"Friday"	7	22	2007	"Normal"
"301238"	"13/7/2007"	"22:01:00"	0.8529	0.094	238.88	1.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301239"	"13/7/2007"	"22:02:00"	2.044	0.094	238.72	1.6	0	0	0	"Friday"	7	22	2007	"Normal"
"301240"	"13/7/2007"	"22:03:00"	0.90705	0.096	239.41	1.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301241"	"13/7/2007"	"22:04:00"	0.9141	0.096	239.25	1.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301242"	"13/7/2007"	"22:05:00"	0.834	0.098	239.01	1.6	0	0	0	"Friday"	7	22	2007	"Normal"
"301243"	"13/7/2007"	"22:06:00"	0.828	0.13	238.24	4.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301244"	"13/7/2007"	"22:07:00"	0.828	0.076	238.48	4	0	0	1	"Friday"	7	22	2007	"Normal"
"301245"	"13/7/2007"	"22:08:00"	0.93735	0.076	238.45	4	0	0	0	"Friday"	7	22	2007	"Normal"
"301246"	"13/7/2007"	"22:09:00"	0.826	0.076	238.42	4	0	0	1	"Friday"	7	22	2007	"Normal"
"301247"	"13/7/2007"	"22:10:00"	0.94845	0.076	238.52	4	0	0	1	"Friday"	7	22	2007	"Normal"
"301248"	"13/7/2007"	"22:11:00"	0.768	0.076	238.25	4	0	0	0	"Friday"	7	22	2007	"Normal"
"301249"	"13/7/2007"	"22:12:00"	0.9585	0.076	238.25	4	0	0	1	"Friday"	7	22	2007	"Normal"
"301250"	"13/7/2007"	"22:13:00"	0.9647	0.074	237.92	4	0	0	1	"Friday"	7	22	2007	"Normal"
"301251"	"13/7/2007"	"22:14:00"	0.97065	0	238.22	3.8	0	0	0	"Friday"	7	22	2007	"Normal"
"301252"	"13/7/2007"	"22:15:00"	0.9779	0.052	238.6	3.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301253"	"13/7/2007"	"22:16:00"	0.784	0.054	238.69	3.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301254"	"13/7/2007"	"22:17:00"	0.926	0.054	238.64	3.6	0	0	0	"Friday"	7	22	2007	"Normal"
"301255"	"13/7/2007"	"22:18:00"	1.0119	0.054	239.43	3.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301256"	"13/7/2007"	"22:19:00"	0.92	0.052	240.67	3.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301257"	"13/7/2007"	"22:20:00"	0.914	0.052	240.46	3.6	0	0	0	"Friday"	7	22	2007	"Normal"
"301258"	"13/7/2007"	"22:21:00"	0.914	0.052	240.49	3.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301259"	"13/7/2007"	"22:22:00"	0.928	0.052	240.35	3.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301260"	"13/7/2007"	"22:23:00"	0.918	0.052	240.63	3.6	0	0	0	"Friday"	7	22	2007	"Normal"
"301261"	"13/7/2007"	"22:24:00"	1.0812	0.052	240.78	3.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301262"	"13/7/2007"	"22:25:00"	1.093	0.052	240.47	3.6	0	0	1	"Friday"	7	22	2007	"Normal"
"301263"	"13/7/2007"	"22:26:00"	0.926	0	240.57	3.8	0	0	0	"Friday"	7	22	2007	"Normal"
"301264"	"13/7/2007"	"22:27:00"	1.11825	0.048	240.33	4	0	0	1	"Friday"	7	22	2007	"Normal"
"301265"	"13/7/2007"	"22:28:00"	1.12945	0.048	240.11	4	0	0	0	"Friday"	7	22	2007	"Normal"
"301266"	"13/7/2007"	"22:29:00"	1.1386	0.048	240.16	4	0	0	1	"Friday"	7	22	2007	"Normal"
"301267"	"13/7/2007"	"22:30:00"	0.848	0.142	240.02	4.4	0	0	1	"Friday"	7	22	2007	"Normal"
"301268"	"13/7/2007"	"22:31:00"	1.1494	0.168	239.94	4.2	0	2	0	"Friday"	7	22	2007	"Normal"
"301269"	"13/7/2007"	"22:32:00"	1.1537	0.168	240	4.4	0	1	1	"Friday"	7	22	2007	"Normal"
"301270"	"13/7/2007"	"22:33:00"	0.762	0.168	239.78	4.4	0	2	1	"Friday"	7	22	2007	"Normal"
"301271"	"13/7/2007"	"22:34:00"	0.762	0.168	239.71	4.4	0	1	0	"Friday"	7	22	2007	"Normal"
"301272"	"13/7/2007"	"22:35:00"	0.76	0.168	240.01	4.2	0	2	1	"Friday"	7	22	2007	"Normal"
"301273"	"13/7/2007"	"22:36:00"	1.1707	0.234	239.83	4.6	0	1	1	"Friday"	7	22	2007	"Normal"
"301274"	"13/7/2007"	"22:37:00"	0.84	0.298	239.58	4.8	0	1	0	"Friday"	7	22	2007	"Normal"
"301275"	"13/7/2007"	"22:38:00"	1.18095	0.206	239.91	4.4	0	2	1	"Friday"	7	22	2007	"Normal"
"301276"	"13/7/2007"	"22:39:00"	1.1736	0.198	239.85	4.4	0	1	1	"Friday"	7	22	2007	"Normal"
"301277"	"13/7/2007"	"22:40:00"	1.165	0.196	239.58	4.4	0	2	0	"Friday"	7	22	2007	"Normal"
"301278"	"13/7/2007"	"22:41:00"	1.1365	0.198	239.73	4.4	0	1	1	"Friday"	7	22	2007	"Normal"
"301279"	"13/7/2007"	"22:42:00"	1.106	0.206	240.01	4.4	0	1	1	"Friday"	7	22	2007	"Normal"
"301280"	"13/7/2007"	"22:43:00"	1.09405	0.234	240.25	4.2	0	2	0	"Friday"	7	22	2007	"Normal"
"301281"	"13/7/2007"	"22:44:00"	0.96	0.254	239.9	5.6	0	1	1	"Friday"	7	22	2007	"Normal"
"301282"	"13/7/2007"	"22:45:00"	1.09975	0.264	239.57	7	0	1	1	"Friday"	7	22	2007	"Normal"
"301283"	"13/7/2007"	"22:46:00"	0.97	0.262	238.73	9.6	0	2	0	"Friday"	7	22	2007	"Normal"
"301284"	"13/7/2007"	"22:47:00"	0.982	0.258	238.9	9.4	0	1	1	"Friday"	7	22	2007	"Normal"
"301285"	"13/7/2007"	"22:48:00"	0.98	0.27	239.45	8.4	0	1	1	"Friday"	7	22	2007	"Normal"
"301286"	"13/7/2007"	"22:49:00"	1.1132	0.26	238.51	11.2	0	1	10	"Friday"	7	22	2007	"Normal"
"301287"	"13/7/2007"	"22:50:00"	0.904	0.258	238.31	12.8	0	2	19	"Friday"	7	22	2007	"Normal"
"301288"	"13/7/2007"	"22:51:00"	0.89	0.256	238.12	12.8	0	1	18	"Friday"	7	22	2007	"Normal"
"301289"	"13/7/2007"	"22:52:00"	0.9	0.138	238.12	12.2	0	1	19	"Friday"	7	22	2007	"Normal"
"301290"	"13/7/2007"	"22:53:00"	1.1255	0.208	238.3	12.4	0	1	18	"Friday"	7	22	2007	"Normal"
"301291"	"13/7/2007"	"22:54:00"	0.91	0.126	238.31	12.4	0	1	18	"Friday"	7	22	2007	"Normal"
"301292"	"13/7/2007"	"22:55:00"	1.1327	0.152	237.93	12.2	0	2	18	"Friday"	7	22	2007	"Normal"
"301293"	"13/7/2007"	"22:56:00"	1.1359	0.154	238.41	10	1	1	18	"Friday"	7	22	2007	"Normal"
"301294"	"13/7/2007"	"22:57:00"	1.1351	0.144	238.29	8.8	1	1	18	"Friday"	7	22	2007	"Normal"
"301295"	"13/7/2007"	"22:58:00"	0.816	0.138	238.17	9.2	2	1	18	"Friday"	7	22	2007	"Normal"
"301296"	"13/7/2007"	"22:59:00"	1.12995	0.188	238.17	9.4	1	1	18	"Friday"	7	22	2007	"Normal"
"301297"	"13/7/2007"	"23:00:00"	1.12775	0.168	238.07	10.8	1	1	18	"Friday"	7	23	2007	"Normal"
"301298"	"13/7/2007"	"23:01:00"	1.1252	0.122	238.46	9.2	1	0	18	"Friday"	7	23	2007	"Normal"
"301299"	"13/7/2007"	"23:02:00"	0.828	0.214	237.54	12	1	0	28	"Friday"	7	23	2007	"Normal"
"301300"	"13/7/2007"	"23:03:00"	0.816	0.214	237.5	12	2	0	28	"Friday"	7	23	2007	"Normal"
"301301"	"13/7/2007"	"23:04:00"	1.1171	0.22	238.07	12	1	0	29	"Friday"	7	23	2007	"Normal"
"301302"	"13/7/2007"	"23:05:00"	0.808	0.202	238	11.6	1	0	30	"Friday"	7	23	2007	"Normal"
"301303"	"13/7/2007"	"23:06:00"	1.111	0.116	238.36	9	1	0	21	"Friday"	7	23	2007	"Normal"
"301304"	"13/7/2007"	"23:07:00"	1.10735	0.204	238.57	8.4	1	0	18	"Friday"	7	23	2007	"Normal"
"301305"	"13/7/2007"	"23:08:00"	1.10415	0.206	238.63	8.4	2	0	19	"Friday"	7	23	2007	"Normal"
"301306"	"13/7/2007"	"23:09:00"	1.10075	0.214	238.53	8.2	1	0	18	"Friday"	7	23	2007	"Normal"
"301307"	"13/7/2007"	"23:10:00"	1.09915	0.238	238.58	8.2	1	0	18	"Friday"	7	23	2007	"Normal"
"301308"	"13/7/2007"	"23:11:00"	1.09865	0.238	238.65	8.2	1	0	18	"Friday"	7	23	2007	"Normal"
"301309"	"13/7/2007"	"23:12:00"	1.10165	0.234	238.08	8.4	1	0	18	"Friday"	7	23	2007	"Normal"
"301310"	"13/7/2007"	"23:13:00"	0.87	0.24	237.33	11.2	2	0	18	"Friday"	7	23	2007	"Normal"
"301311"	"13/7/2007"	"23:14:00"	0.848	0.27	238.25	8	0	0	18	"Friday"	7	23	2007	"Normal"
"301312"	"13/7/2007"	"23:15:00"	1.10935	0.246	238.29	8.2	2	0	18	"Friday"	7	23	2007	"Normal"
"301313"	"13/7/2007"	"23:16:00"	0.948	0.236	237.72	11.2	8	0	18	"Friday"	7	23	2007	"Normal"
"301314"	"13/7/2007"	"23:17:00"	1.1169	0.214	235.89	17.4	37	0	17	"Friday"	7	23	2007	"Normal"
"301315"	"13/7/2007"	"23:18:00"	1.1198	0.214	236.11	17.2	37	0	18	"Friday"	7	23	2007	"Normal"
"301316"	"13/7/2007"	"23:19:00"	0.946	0.216	236.45	17.2	37	0	18	"Friday"	7	23	2007	"Normal"
"301317"	"13/7/2007"	"23:20:00"	0.944	0.214	236.27	17.2	37	0	18	"Friday"	7	23	2007	"Normal"
"301318"	"13/7/2007"	"23:21:00"	0.954	0.214	236.24	17.2	37	0	17	"Friday"	7	23	2007	"Normal"
"301319"	"13/7/2007"	"23:22:00"	1.1317	0.216	236.36	17.2	38	0	18	"Friday"	7	23	2007	"Normal"
"301320"	"13/7/2007"	"23:23:00"	0.732	0.216	236.43	17.2	37	0	18	"Friday"	7	23	2007	"Normal"
"301321"	"13/7/2007"	"23:24:00"	1.121	0.222	237.26	14.8	26	0	18	"Friday"	7	23	2007	"Normal"
"301322"	"13/7/2007"	"23:25:00"	1.11385	0.234	238.07	8.2	1	0	18	"Friday"	7	23	2007	"Normal"
"301323"	"13/7/2007"	"23:26:00"	1.11195	0.236	238.29	8	1	0	18	"Friday"	7	23	2007	"Normal"
"301324"	"13/7/2007"	"23:27:00"	1.10955	0.204	239.13	7.6	2	0	18	"Friday"	7	23	2007	"Normal"
"301325"	"13/7/2007"	"23:28:00"	0.624	0.14	239.46	7.4	1	0	18	"Friday"	7	23	2007	"Normal"
"301326"	"13/7/2007"	"23:29:00"	1.09045	0.15	240.4	5.2	1	0	9	"Friday"	7	23	2007	"Normal"
"301327"	"13/7/2007"	"23:30:00"	0.512	0.154	240.95	3	1	0	0	"Friday"	7	23	2007	"Normal"
"301328"	"13/7/2007"	"23:31:00"	1.0712	0.154	240.8	3	2	0	1	"Friday"	7	23	2007	"Normal"
"301329"	"13/7/2007"	"23:32:00"	0.512	0.154	240.46	2.8	1	0	1	"Friday"	7	23	2007	"Normal"
"301330"	"13/7/2007"	"23:33:00"	1.05325	0.154	240.73	3	1	0	0	"Friday"	7	23	2007	"Normal"
"301331"	"13/7/2007"	"23:34:00"	0.476	0.152	240.32	2.8	1	0	1	"Friday"	7	23	2007	"Normal"
"301332"	"13/7/2007"	"23:35:00"	0.338	0.154	240.48	3	2	0	1	"Friday"	7	23	2007	"Normal"
"301333"	"13/7/2007"	"23:36:00"	0.286	0.154	240.66	2.8	1	0	0	"Friday"	7	23	2007	"Normal"
"301334"	"13/7/2007"	"23:37:00"	0.9971	0.068	240.37	2.6	1	0	1	"Friday"	7	23	2007	"Normal"
"301335"	"13/7/2007"	"23:38:00"	0.9833	0	240.27	2.4	1	0	1	"Friday"	7	23	2007	"Normal"
"301336"	"13/7/2007"	"23:39:00"	0.97205	0	240.14	2.4	1	0	0	"Friday"	7	23	2007	"Normal"
"301337"	"13/7/2007"	"23:40:00"	0.9607	0	240.13	2.4	2	0	1	"Friday"	7	23	2007	"Normal"
"301338"	"13/7/2007"	"23:41:00"	0.366	0	240.11	2.4	1	0	1	"Friday"	7	23	2007	"Normal"
"301339"	"13/7/2007"	"23:42:00"	0.364	0	239.89	2.4	1	0	0	"Friday"	7	23	2007	"Normal"
"301340"	"13/7/2007"	"23:43:00"	0.362	0	239.89	2.4	1	0	1	"Friday"	7	23	2007	"Normal"
"301341"	"13/7/2007"	"23:44:00"	0.91545	0	240.06	2.4	2	0	1	"Friday"	7	23	2007	"Normal"
"301342"	"13/7/2007"	"23:45:00"	0.36	0	239.97	2.4	1	0	0	"Friday"	7	23	2007	"Normal"
"301343"	"13/7/2007"	"23:46:00"	0.8933	0	240.41	2.4	1	0	1	"Friday"	7	23	2007	"Normal"
"301344"	"13/7/2007"	"23:47:00"	0.358	0	240.52	2.4	1	0	1	"Friday"	7	23	2007	"Normal"
"301345"	"13/7/2007"	"23:48:00"	0.872	0	240.77	2.4	1	0	0	"Friday"	7	23	2007	"Normal"
"301346"	"13/7/2007"	"23:49:00"	0.356	0	240.88	2.4	2	0	1	"Friday"	7	23	2007	"Normal"
"301347"	"13/7/2007"	"23:50:00"	0.358	0	241.04	2.4	1	0	1	"Friday"	7	23	2007	"Normal"
"301348"	"13/7/2007"	"23:51:00"	0.83955	0	241.09	2.4	1	0	0	"Friday"	7	23	2007	"Normal"
"301349"	"13/7/2007"	"23:52:00"	0.8245	0	241.15	2.4	1	0	1	"Friday"	7	23	2007	"Normal"
"301350"	"13/7/2007"	"23:53:00"	0.264	0	241.4	2.4	2	0	1	"Friday"	7	23	2007	"Normal"
"301351"	"13/7/2007"	"23:54:00"	0.7947	0	241.21	2.6	1	0	0	"Friday"	7	23	2007	"Normal"
"301352"	"13/7/2007"	"23:55:00"	0.338	0.088	240.99	2.6	1	0	1	"Friday"	7	23	2007	"Normal"
"301353"	"13/7/2007"	"23:56:00"	0.342	0.088	240.64	2.6	1	0	1	"Friday"	7	23	2007	"Normal"
"301354"	"13/7/2007"	"23:57:00"	0.344	0.088	240.52	2.6	1	0	0	"Friday"	7	23	2007	"Normal"
"301355"	"13/7/2007"	"23:58:00"	0.342	0.09	240.54	2.6	2	0	1	"Friday"	7	23	2007	"Normal"
"301356"	"13/7/2007"	"23:59:00"	0.7207	0.086	239.54	2.6	1	0	1	"Friday"	7	23	2007	"Normal"
"310957"	"20/7/2007"	"16:00:00"	0.276	0	240.98	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310958"	"20/7/2007"	"16:01:00"	0.52265	0	240.78	1.2	0	0	0	"Friday"	7	16	2007	"Normal"
"310959"	"20/7/2007"	"16:02:00"	0.366	0.086	241	1	0	2	1	"Friday"	7	16	2007	"Normal"
"310960"	"20/7/2007"	"16:03:00"	0.52125	0.084	240.27	1	0	1	1	"Friday"	7	16	2007	"Normal"
"310961"	"20/7/2007"	"16:04:00"	0.348	0.084	240.32	1	0	2	0	"Friday"	7	16	2007	"Normal"
"310962"	"20/7/2007"	"16:05:00"	0.348	0.206	240.78	1.6	0	1	1	"Friday"	7	16	2007	"Normal"
"310963"	"20/7/2007"	"16:06:00"	0.519	0.22	241.19	1.6	0	2	1	"Friday"	7	16	2007	"Normal"
"310964"	"20/7/2007"	"16:07:00"	0.5175	0.218	240.92	1.6	0	1	0	"Friday"	7	16	2007	"Normal"
"310965"	"20/7/2007"	"16:08:00"	0.5169	0.264	240.47	2	0	2	1	"Friday"	7	16	2007	"Normal"
"310966"	"20/7/2007"	"16:09:00"	0.34	0.316	240.01	2	0	1	1	"Friday"	7	16	2007	"Normal"
"310967"	"20/7/2007"	"16:10:00"	0.51975	0.316	239.91	2	0	2	0	"Friday"	7	16	2007	"Normal"
"310968"	"20/7/2007"	"16:11:00"	0.51595	0.316	240.03	2	0	1	1	"Friday"	7	16	2007	"Normal"
"310969"	"20/7/2007"	"16:12:00"	0.336	0.32	240.51	2	0	2	1	"Friday"	7	16	2007	"Normal"
"310970"	"20/7/2007"	"16:13:00"	0.51025	0.316	240.06	2	0	1	0	"Friday"	7	16	2007	"Normal"
"310971"	"20/7/2007"	"16:14:00"	0.5076	0.316	239.88	2	0	1	1	"Friday"	7	16	2007	"Normal"
"310972"	"20/7/2007"	"16:15:00"	0.252	0.314	239.35	2	0	2	0	"Friday"	7	16	2007	"Normal"
"310973"	"20/7/2007"	"16:16:00"	0.5075	0.312	239.02	2	0	1	1	"Friday"	7	16	2007	"Normal"
"310974"	"20/7/2007"	"16:17:00"	0.248	0.31	238.82	2	0	1	1	"Friday"	7	16	2007	"Normal"
"310975"	"20/7/2007"	"16:18:00"	0.3	0.312	239.2	2	0	2	0	"Friday"	7	16	2007	"Normal"
"310976"	"20/7/2007"	"16:19:00"	0.33	0.312	239.08	2	0	1	1	"Friday"	7	16	2007	"Normal"
"310977"	"20/7/2007"	"16:20:00"	0.27	0.312	239.18	2	0	1	1	"Friday"	7	16	2007	"Normal"
"310978"	"20/7/2007"	"16:21:00"	0.27	0.264	239.33	1.8	0	2	0	"Friday"	7	16	2007	"Normal"
"310979"	"20/7/2007"	"16:22:00"	0.268	0.114	239.13	1.2	0	0	1	"Friday"	7	16	2007	"Normal"
"310980"	"20/7/2007"	"16:23:00"	0.52475	0.092	239.19	1	0	0	1	"Friday"	7	16	2007	"Normal"
"310981"	"20/7/2007"	"16:24:00"	0.268	0.092	239.85	1	0	0	0	"Friday"	7	16	2007	"Normal"
"310982"	"20/7/2007"	"16:25:00"	0.52905	0.066	240.66	1	0	0	1	"Friday"	7	16	2007	"Normal"
"310983"	"20/7/2007"	"16:26:00"	0.5312	0	241.01	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310984"	"20/7/2007"	"16:27:00"	0.53325	0	241.24	0.6	0	0	0	"Friday"	7	16	2007	"Normal"
"310985"	"20/7/2007"	"16:28:00"	0.268	0	241.05	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310986"	"20/7/2007"	"16:29:00"	0.268	0	240.72	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310987"	"20/7/2007"	"16:30:00"	0.5396	0	240.75	0.6	0	0	0	"Friday"	7	16	2007	"Normal"
"310988"	"20/7/2007"	"16:31:00"	0.266	0	240.8	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310989"	"20/7/2007"	"16:32:00"	0.268	0	240.83	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310990"	"20/7/2007"	"16:33:00"	0.264	0	241.09	0.6	0	0	0	"Friday"	7	16	2007	"Normal"
"310991"	"20/7/2007"	"16:34:00"	0.548	0	240.55	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310992"	"20/7/2007"	"16:35:00"	0.54985	0	240.31	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310993"	"20/7/2007"	"16:36:00"	0.356	0	240.72	0.6	0	0	0	"Friday"	7	16	2007	"Normal"
"310994"	"20/7/2007"	"16:37:00"	0.5535	0	240.85	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310995"	"20/7/2007"	"16:38:00"	0.352	0	241.4	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310996"	"20/7/2007"	"16:39:00"	0.55715	0	240.66	0.6	0	0	0	"Friday"	7	16	2007	"Normal"
"310997"	"20/7/2007"	"16:40:00"	0.348	0	240.9	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310998"	"20/7/2007"	"16:41:00"	0.56115	0	240.76	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"310999"	"20/7/2007"	"16:42:00"	0.5626	0	240.56	0.6	0	0	0	"Friday"	7	16	2007	"Normal"
"311000"	"20/7/2007"	"16:43:00"	0.56435	0	240.8	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"311001"	"20/7/2007"	"16:44:00"	0.56605	0	240.65	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"311002"	"20/7/2007"	"16:45:00"	0.414	0	240.42	0.6	0	0	0	"Friday"	7	16	2007	"Normal"
"311003"	"20/7/2007"	"16:46:00"	0.56945	0	240.12	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"311004"	"20/7/2007"	"16:47:00"	0.57145	0	239.99	0.6	0	0	1	"Friday"	7	16	2007	"Normal"
"311005"	"20/7/2007"	"16:48:00"	0.51	0	239.23	1.2	0	0	0	"Friday"	7	16	2007	"Normal"
"311006"	"20/7/2007"	"16:49:00"	0.51	0.062	239.46	1	0	0	1	"Friday"	7	16	2007	"Normal"
"311007"	"20/7/2007"	"16:50:00"	0.508	0.12	239.61	1.4	0	0	0	"Friday"	7	16	2007	"Normal"
"311008"	"20/7/2007"	"16:51:00"	0.5855	0.19	238.9	1.6	0	0	1	"Friday"	7	16	2007	"Normal"
"311009"	"20/7/2007"	"16:52:00"	0.58515	0.19	239	1.6	0	0	1	"Friday"	7	16	2007	"Normal"
"311010"	"20/7/2007"	"16:53:00"	0.58475	0.19	238.95	1.6	0	0	0	"Friday"	7	16	2007	"Normal"
"311011"	"20/7/2007"	"16:54:00"	0.322	0.19	238.83	1.6	0	0	1	"Friday"	7	16	2007	"Normal"
"311012"	"20/7/2007"	"16:55:00"	0.5861	0.19	238.72	1.4	0	0	1	"Friday"	7	16	2007	"Normal"
"311013"	"20/7/2007"	"16:56:00"	0.59185	0.282	237.6	4	0	0	10	"Friday"	7	16	2007	"Normal"
"311014"	"20/7/2007"	"16:57:00"	0.59415	0.282	237.71	4.2	0	0	11	"Friday"	7	16	2007	"Normal"
"311015"	"20/7/2007"	"16:58:00"	0.292	0.288	238.22	4.2	0	0	12	"Friday"	7	16	2007	"Normal"
"311016"	"20/7/2007"	"16:59:00"	0.5921	0.288	238.36	4.4	0	0	12	"Friday"	7	16	2007	"Normal"
